Campaign budget analysis data export
"February 11, 2022 - November 10, 2025"
Campaign,Day,Campaign ID,Budget,Clicks,Impr.,Currency code,Cost,CTR,Avg. CPC,Conversions
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-26,21367850110,7000.00,11,26,INR,108.38,42.31%,9.85,0.00
Primus - 19 Aug 24 - Generic Search,2024-10-26,21605458993,2000.00,5,88,INR,953.23,5.68%,190.65,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-10-27,19805351172,13000.00,35,215,INR,4442.80,16.28%,126.94,4.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-10-27,20039018782,6000.00,10,58,INR,1343.95,17.24%,134.40,7.00
Shriram Hebbal Generic Search Campaign,2024-10-27,20980178071,10000.00,54,626,INR,1893.25,8.63%,35.06,4.50
Inspira Tropical Garden Brand Keywords,2024-10-27,21015668604,8100.00,2,11,INR,33.93,18.18%,16.97,0.00
Shriram Hebbal - Brand Search,2024-10-27,21048683503,3000.00,17,79,INR,1031.53,21.52%,60.68,3.00
Valmark Cityville Generic Search - 20 May 24,2024-10-27,21307500650,9200.00,75,592,INR,6819.68,12.67%,90.93,16.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-27,21367850110,7000.00,13,48,INR,185.89,27.08%,14.30,0.00
Primus - 19 Aug 24 - Generic Search,2024-10-27,21605458993,2000.00,10,102,INR,3730.74,9.80%,373.07,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-10-28,19805351172,13000.00,32,270,INR,5497.97,11.85%,171.81,9.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-10-28,20039018782,6000.00,11,66,INR,900.40,16.67%,81.85,4.00
Shriram Hebbal Generic Search Campaign,2024-10-28,20980178071,10000.00,47,598,INR,1680.58,7.86%,35.76,3.50
Inspira Tropical Garden Brand Keywords,2024-10-28,21015668604,8100.00,1,20,INR,29.48,5.00%,29.48,0.00
Shriram Hebbal - Brand Search,2024-10-28,21048683503,3000.00,15,81,INR,739.36,18.52%,49.29,1.00
Valmark Cityville Generic Search - 20 May 24,2024-10-28,21307500650,9200.00,64,470,INR,4977.66,13.62%,77.78,13.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-28,21367850110,7000.00,12,50,INR,119.13,24.00%,9.93,0.00
Primus - 19 Aug 24 - Generic Search,2024-10-28,21605458993,2000.00,3,45,INR,3912.50,6.67%,1304.17,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-10-29,19805351172,13000.00,38,252,INR,4495.99,15.08%,118.32,6.75
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-10-29,20039018782,6000.00,13,57,INR,1842.05,22.81%,141.70,2.00
Shriram Hebbal Generic Search Campaign,2024-10-29,20980178071,10000.00,54,653,INR,2232.24,8.27%,41.34,3.00
Inspira Tropical Garden Brand Keywords,2024-10-29,21015668604,8100.00,8,14,INR,96.69,57.14%,12.09,0.00
Shriram Hebbal - Brand Search,2024-10-29,21048683503,3000.00,18,64,INR,1211.17,28.13%,67.29,1.00
Valmark Cityville Generic Search - 20 May 24,2024-10-29,21307500650,9200.00,42,304,INR,3019.31,13.82%,71.89,4.25
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-29,21367850110,7000.00,10,46,INR,74.28,21.74%,7.43,0.00
Primus - 19 Aug 24 - Generic Search,2024-10-29,21605458993,2000.00,4,84,INR,1232.99,4.76%,308.25,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-10-30,19805351172,13000.00,29,216,INR,4462.60,13.43%,153.88,3.50
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-10-30,20039018782,6000.00,13,61,INR,2822.07,21.31%,217.08,0.00
Shriram Hebbal Generic Search Campaign,2024-10-30,20980178071,10000.00,65,729,INR,2397.54,8.92%,36.89,1.00
Inspira Tropical Garden Brand Keywords,2024-10-30,21015668604,8100.00,3,12,INR,47.17,25.00%,15.72,0.00
Shriram Hebbal - Brand Search,2024-10-30,21048683503,3000.00,15,85,INR,1602.21,17.65%,106.81,2.00
Valmark Cityville Generic Search - 20 May 24,2024-10-30,21307500650,9200.00,69,427,INR,5580.50,16.16%,80.88,7.50
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-30,21367850110,7000.00,11,53,INR,61.75,20.75%,5.61,0.00
Primus - 19 Aug 24 - Generic Search,2024-10-30,21605458993,2000.00,10,73,INR,1905.67,13.70%,190.57,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-10-31,19805351172,13000.00,27,192,INR,3666.99,14.06%,135.81,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-10-31,20039018782,6000.00,4,25,INR,747.88,16.00%,186.97,0.00
Shriram Hebbal Generic Search Campaign,2024-10-31,20980178071,10000.00,185,989,INR,6170.46,18.71%,33.35,11.00
Inspira Tropical Garden Brand Keywords,2024-10-31,21015668604,8100.00,3,12,INR,32.90,25.00%,10.97,0.00
Shriram Hebbal - Brand Search,2024-10-31,21048683503,3000.00,14,38,INR,692.50,36.84%,49.46,4.00
Valmark Cityville Generic Search - 20 May 24,2024-10-31,21307500650,9200.00,50,366,INR,4594.77,13.66%,91.90,3.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-10-31,21367850110,7000.00,5,28,INR,47.00,17.86%,9.40,1.00
Primus - 19 Aug 24 - Generic Search,2024-10-31,21605458993,2000.00,5,52,INR,1399.92,9.62%,279.98,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-01,19805351172,13000.00,31,216,INR,4900.05,14.35%,158.07,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-01,20039018782,6000.00,15,56,INR,2702.51,26.79%,180.17,0.00
Shriram Hebbal Generic Search Campaign,2024-11-01,20980178071,10000.00,55,660,INR,2618.06,8.33%,47.60,5.00
Inspira Tropical Garden Brand Keywords,2024-11-01,21015668604,8100.00,1,21,INR,7.23,4.76%,7.23,0.00
Shriram Hebbal - Brand Search,2024-11-01,21048683503,3000.00,13,34,INR,773.96,38.24%,59.54,0.00
Valmark Cityville Generic Search - 20 May 24,2024-11-01,21307500650,9200.00,78,543,INR,7586.63,14.36%,97.26,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-01,21367850110,7000.00,7,31,INR,48.22,22.58%,6.89,0.00
Primus - 19 Aug 24 - Generic Search,2024-11-01,21605458993,2000.00,8,51,INR,3335.58,15.69%,416.95,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-02,19805351172,13000.00,30,252,INR,4850.39,11.90%,161.68,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-02,20039018782,6000.00,11,80,INR,1795.41,13.75%,163.22,0.00
Shriram Hebbal Generic Search Campaign,2024-11-02,20980178071,10000.00,93,884,INR,3956.24,10.52%,42.54,5.00
Inspira Tropical Garden Brand Keywords,2024-11-02,21015668604,8100.00,5,18,INR,61.47,27.78%,12.29,0.00
Shriram Hebbal - Brand Search,2024-11-02,21048683503,3000.00,19,107,INR,1616.11,17.76%,85.06,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-02,21307500650,9200.00,72,564,INR,6361.90,12.77%,88.36,3.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-02,21367850110,7000.00,10,58,INR,50.12,17.24%,5.01,0.00
Primus - 19 Aug 24 - Generic Search,2024-11-02,21605458993,2000.00,1,40,INR,842.06,2.50%,842.06,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-03,19805351172,13000.00,28,284,INR,5016.54,9.86%,179.16,5.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-03,20039018782,6000.00,17,74,INR,1930.08,22.97%,113.53,0.00
Shriram Hebbal Generic Search Campaign,2024-11-03,20980178071,10000.00,94,"1,070",INR,3974.22,8.79%,42.28,5.00
Inspira Tropical Garden Brand Keywords,2024-11-03,21015668604,8100.00,1,16,INR,45.70,6.25%,45.70,0.00
Shriram Hebbal - Brand Search,2024-11-03,21048683503,3000.00,15,90,INR,907.81,16.67%,60.52,3.00
Valmark Cityville Generic Search - 20 May 24,2024-11-03,21307500650,9200.00,74,556,INR,5314.40,13.31%,71.82,6.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-03,21367850110,7000.00,19,84,INR,147.51,22.62%,7.76,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-04,19805351172,13000.00,28,293,INR,4841.83,9.56%,172.92,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-04,20039018782,6000.00,7,71,INR,929.97,9.86%,132.85,2.00
Shriram Hebbal Generic Search Campaign,2024-11-04,20980178071,10000.00,80,"1,041",INR,3285.98,7.68%,41.07,4.00
Inspira Tropical Garden Brand Keywords,2024-11-04,21015668604,8100.00,4,21,INR,56.29,19.05%,14.07,0.00
Shriram Hebbal - Brand Search,2024-11-04,21048683503,3000.00,33,137,INR,2187.77,24.09%,66.30,2.00
Valmark Cityville Generic Search - 20 May 24,2024-11-04,21307500650,9200.00,37,342,INR,2308.09,10.82%,62.38,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-04,21367850110,7000.00,13,53,INR,68.03,24.53%,5.23,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-05,19805351172,13000.00,27,275,INR,4085.21,9.82%,151.30,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-05,20039018782,6000.00,11,56,INR,1374.93,19.64%,124.99,1.00
Shriram Hebbal Generic Search Campaign,2024-11-05,20980178071,10000.00,61,774,INR,2716.79,7.88%,44.54,3.00
Inspira Tropical Garden Brand Keywords,2024-11-05,21015668604,8100.00,8,23,INR,242.23,34.78%,30.28,0.00
Shriram Hebbal - Brand Search,2024-11-05,21048683503,3000.00,19,107,INR,1190.43,17.76%,62.65,3.00
Valmark Cityville Generic Search - 20 May 24,2024-11-05,21307500650,9200.00,31,161,INR,1476.22,19.25%,47.62,3.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-05,21367850110,7000.00,16,54,INR,92.52,29.63%,5.78,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-06,19805351172,13000.00,28,225,INR,2612.45,12.44%,93.30,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-06,20039018782,6000.00,10,63,INR,1276.38,15.87%,127.64,1.00
Shriram Hebbal Generic Search Campaign,2024-11-06,20980178071,10000.00,56,722,INR,2487.36,7.76%,44.42,5.00
Inspira Tropical Garden Brand Keywords,2024-11-06,21015668604,8100.00,4,23,INR,98.81,17.39%,24.70,0.00
Shriram Hebbal - Brand Search,2024-11-06,21048683503,3000.00,16,121,INR,892.03,13.22%,55.75,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-06,21307500650,9200.00,11,94,INR,1233.59,11.70%,112.14,5.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-06,21367850110,7000.00,12,57,INR,70.55,21.05%,5.88,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-07,19805351172,13000.00,23,200,INR,2136.66,11.50%,92.90,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-07,20039018782,6000.00,23,78,INR,2695.79,29.49%,117.21,5.00
Shriram Hebbal Generic Search Campaign,2024-11-07,20980178071,10000.00,46,644,INR,2060.94,7.14%,44.80,6.00
Inspira Tropical Garden Brand Keywords,2024-11-07,21015668604,8100.00,3,15,INR,48.99,20.00%,16.33,0.00
Shriram Hebbal - Brand Search,2024-11-07,21048683503,3000.00,26,127,INR,1663.02,20.47%,63.96,0.00
Valmark Cityville Generic Search - 20 May 24,2024-11-07,21307500650,9200.00,9,77,INR,478.44,11.69%,53.16,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-07,21367850110,7000.00,7,54,INR,55.32,12.96%,7.90,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-08,19805351172,13000.00,34,256,INR,4138.35,13.28%,121.72,1.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-08,20039018782,6000.00,17,74,INR,2088.69,22.97%,122.86,0.00
Shriram Hebbal Generic Search Campaign,2024-11-08,20980178071,10000.00,30,398,INR,1461.35,7.54%,48.71,1.00
Inspira Tropical Garden Brand Keywords,2024-11-08,21015668604,8100.00,2,12,INR,6.61,16.67%,3.31,0.00
Shriram Hebbal - Brand Search,2024-11-08,21048683503,3000.00,25,108,INR,1625.52,23.15%,65.02,2.00
Valmark Cityville Generic Search - 20 May 24,2024-11-08,21307500650,9200.00,12,89,INR,715.83,13.48%,59.65,0.00
Shriram Hebbal Fractional Investment,2024-11-08,21312513597,10000.00,40,401,INR,2748.23,9.98%,68.71,2.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-08,21367850110,7000.00,12,65,INR,167.69,18.46%,13.97,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-09,19805351172,13000.00,41,333,INR,3827.09,12.31%,93.34,3.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-09,20039018782,6000.00,16,73,INR,2016.68,21.92%,126.04,1.00
Shriram Hebbal Generic Search Campaign,2024-11-09,20980178071,10000.00,11,248,INR,503.90,4.44%,45.81,0.00
Inspira Tropical Garden Brand Keywords,2024-11-09,21015668604,8100.00,3,24,INR,77.75,12.50%,25.92,0.00
Shriram Hebbal - Brand Search,2024-11-09,21048683503,3000.00,10,83,INR,941.82,12.05%,94.18,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-09,21307500650,9200.00,24,107,INR,1242.89,22.43%,51.79,2.00
Shriram Hebbal Fractional Investment,2024-11-09,21312513597,10000.00,150,"1,602",INR,12631.69,9.36%,84.21,8.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-09,21367850110,7000.00,21,76,INR,293.17,27.63%,13.96,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-10,19805351172,13000.00,41,307,INR,3989.00,13.36%,97.29,12.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-10,20039018782,6000.00,15,83,INR,1697.98,18.07%,113.20,2.00
Shriram Hebbal Generic Search Campaign,2024-11-10,20980178071,10000.00,46,586,INR,1507.80,7.85%,32.78,3.00
Inspira Tropical Garden Brand Keywords,2024-11-10,21015668604,8100.00,8,26,INR,122.77,30.77%,15.35,0.00
Shriram Hebbal - Brand Search,2024-11-10,21048683503,3000.00,12,107,INR,1009.28,11.21%,84.11,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-10,21307500650,9200.00,14,86,INR,723.33,16.28%,51.67,0.00
Shriram Hebbal Fractional Investment,2024-11-10,21312513597,10000.00,85,736,INR,6772.39,11.55%,79.68,5.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-10,21367850110,7000.00,20,68,INR,411.38,29.41%,20.57,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-11,19805351172,13000.00,36,237,INR,4191.10,15.19%,116.42,6.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-11,20039018782,6000.00,23,99,INR,2761.43,23.23%,120.06,3.00
Shriram Hebbal Generic Search Campaign,2024-11-11,20980178071,10000.00,64,628,INR,2792.71,10.19%,43.64,6.00
Inspira Tropical Garden Brand Keywords,2024-11-11,21015668604,8100.00,2,9,INR,47.91,22.22%,23.96,0.00
Shriram Hebbal - Brand Search,2024-11-11,21048683503,3000.00,20,109,INR,1114.81,18.35%,55.74,5.00
Valmark Cityville Generic Search - 20 May 24,2024-11-11,21307500650,9200.00,10,65,INR,381.20,15.38%,38.12,1.00
Shriram Hebbal Fractional Investment,2024-11-11,21312513597,10000.00,21,153,INR,1273.96,13.73%,60.66,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-11,21367850110,7000.00,29,96,INR,542.90,30.21%,18.72,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-12,19805351172,13000.00,32,231,INR,2880.32,13.85%,90.01,8.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-12,20039018782,6000.00,20,65,INR,2187.23,30.77%,109.36,1.00
Shriram Hebbal Generic Search Campaign,2024-11-12,20980178071,10000.00,50,491,INR,1829.73,10.18%,36.59,2.00
Inspira Tropical Garden Brand Keywords,2024-11-12,21015668604,8100.00,5,24,INR,114.95,20.83%,22.99,0.00
Shriram Hebbal - Brand Search,2024-11-12,21048683503,3000.00,26,100,INR,1617.64,26.00%,62.22,6.79
Valmark Cityville Generic Search - 20 May 24,2024-11-12,21307500650,9200.00,7,35,INR,278.03,20.00%,39.72,2.00
Shriram Hebbal Fractional Investment,2024-11-12,21312513597,10000.00,20,152,INR,1287.29,13.16%,64.36,1.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-12,21367850110,7000.00,16,62,INR,246.44,25.81%,15.40,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-13,19805351172,13000.00,20,238,INR,1609.96,8.40%,80.50,2.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-13,20039018782,6000.00,10,69,INR,837.29,14.49%,83.73,5.00
Shriram Hebbal Generic Search Campaign,2024-11-13,20980178071,10000.00,51,479,INR,1744.95,10.65%,34.21,3.00
Inspira Tropical Garden Brand Keywords,2024-11-13,21015668604,8100.00,1,18,INR,24.55,5.56%,24.55,0.00
Shriram Hebbal - Brand Search,2024-11-13,21048683503,3000.00,25,91,INR,1728.37,27.47%,69.13,1.67
Valmark Cityville Generic Search - 20 May 24,2024-11-13,21307500650,9200.00,8,69,INR,837.74,11.59%,104.72,6.33
Shriram Hebbal Fractional Investment,2024-11-13,21312513597,10000.00,23,150,INR,1311.68,15.33%,57.03,3.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-13,21367850110,7000.00,9,52,INR,83.04,17.31%,9.23,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-14,19805351172,13000.00,30,278,INR,3113.19,10.79%,103.77,8.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-14,20039018782,6000.00,16,78,INR,1542.97,20.51%,96.44,3.00
Shriram Hebbal Generic Search Campaign,2024-11-14,20980178071,10000.00,37,293,INR,1306.00,12.63%,35.30,1.00
Inspira Tropical Garden Brand Keywords,2024-11-14,21015668604,8100.00,3,15,INR,42.79,20.00%,14.26,0.00
Shriram Hebbal - Brand Search,2024-11-14,21048683503,3000.00,22,88,INR,2182.44,25.00%,99.20,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-14,21307500650,9200.00,10,71,INR,473.74,14.08%,47.37,1.00
Shriram Hebbal Fractional Investment,2024-11-14,21312513597,10000.00,16,116,INR,1080.45,13.79%,67.53,1.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-14,21367850110,7000.00,11,49,INR,184.19,22.45%,16.74,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-15,19805351172,13000.00,48,657,INR,3710.55,7.31%,77.30,11.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-15,20039018782,6000.00,17,66,INR,1347.16,25.76%,79.24,0.00
Shriram Hebbal Generic Search Campaign,2024-11-15,20980178071,10000.00,34,309,INR,1293.39,11.00%,38.04,4.00
Inspira Tropical Garden Brand Keywords,2024-11-15,21015668604,8100.00,2,9,INR,29.43,22.22%,14.72,0.00
Shriram Hebbal - Brand Search,2024-11-15,21048683503,3000.00,25,104,INR,1576.29,24.04%,63.05,3.00
Valmark Cityville Generic Search - 20 May 24,2024-11-15,21307500650,9200.00,16,97,INR,755.69,16.49%,47.23,1.00
Shriram Hebbal Fractional Investment,2024-11-15,21312513597,10000.00,12,122,INR,700.40,9.84%,58.37,2.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-15,21367850110,7000.00,17,50,INR,230.69,34.00%,13.57,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-16,19805351172,13000.00,117,"1,539",INR,11134.56,7.60%,95.17,21.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-16,20039018782,6000.00,13,88,INR,1485.47,14.77%,114.27,4.00
Shriram Hebbal Generic Search Campaign,2024-11-16,20980178071,10000.00,25,344,INR,949.48,7.27%,37.98,0.00
Inspira Tropical Garden Brand Keywords,2024-11-16,21015668604,8100.00,5,21,INR,69.32,23.81%,13.86,0.00
Shriram Hebbal - Brand Search,2024-11-16,21048683503,3000.00,18,140,INR,1150.82,12.86%,63.93,1.00
Valmark Cityville Generic Search - 20 May 24,2024-11-16,21307500650,9200.00,36,251,INR,1881.63,14.34%,52.27,3.00
Shriram Hebbal Fractional Investment,2024-11-16,21312513597,10000.00,12,112,INR,763.08,10.71%,63.59,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-16,21367850110,7000.00,15,48,INR,201.21,31.25%,13.41,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-17,19805351172,13000.00,68,"1,232",INR,7867.56,5.52%,115.70,9.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-17,20039018782,6000.00,9,43,INR,474.61,20.93%,52.73,1.00
Shriram Hebbal Generic Search Campaign,2024-11-17,20980178071,10000.00,50,403,INR,1668.91,12.41%,33.38,6.17
Inspira Tropical Garden Brand Keywords,2024-11-17,21015668604,8100.00,1,21,INR,16.23,4.76%,16.23,0.00
Shriram Hebbal - Brand Search,2024-11-17,21048683503,3000.00,26,101,INR,1805.53,25.74%,69.44,4.83
Valmark Cityville Generic Search - 20 May 24,2024-11-17,21307500650,9200.00,56,469,INR,3484.76,11.94%,62.23,9.00
Shriram Hebbal Fractional Investment,2024-11-17,21312513597,10000.00,27,159,INR,1682.93,16.98%,62.33,1.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-17,21367850110,7000.00,15,68,INR,195.07,22.06%,13.00,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-18,19805351172,13000.00,55,"1,070",INR,5543.06,5.14%,100.78,14.33
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-18,20039018782,6000.00,16,72,INR,2009.77,22.22%,125.61,0.00
Shriram Hebbal Generic Search Campaign,2024-11-18,20980178071,10000.00,53,473,INR,2760.40,11.21%,52.08,7.00
Inspira Tropical Garden Brand Keywords,2024-11-18,21015668604,8100.00,0,14,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Brand Search,2024-11-18,21048683503,3000.00,22,99,INR,1223.39,22.22%,55.61,1.50
Valmark Cityville Generic Search - 20 May 24,2024-11-18,21307500650,9200.00,75,648,INR,5398.61,11.57%,71.98,7.67
Shriram Hebbal Fractional Investment,2024-11-18,21312513597,10000.00,18,146,INR,1205.41,12.33%,66.97,1.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-18,21367850110,7000.00,23,61,INR,307.87,37.70%,13.39,2.50
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-19,19805351172,13000.00,16,186,INR,2503.11,8.60%,156.44,3.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-19,20039018782,6000.00,26,108,INR,3341.00,24.07%,128.50,3.00
Shriram Hebbal Generic Search Campaign,2024-11-19,20980178071,10000.00,37,382,INR,1239.94,9.69%,33.51,6.00
Inspira Tropical Garden Brand Keywords,2024-11-19,21015668604,8100.00,1,19,INR,19.40,5.26%,19.40,0.00
Shriram Hebbal - Brand Search,2024-11-19,21048683503,3000.00,19,82,INR,1315.43,23.17%,69.23,0.00
Valmark Cityville Generic Search - 20 May 24,2024-11-19,21307500650,9200.00,35,378,INR,2187.93,9.26%,62.51,1.00
Shriram Hebbal Fractional Investment,2024-11-19,21312513597,10000.00,20,117,INR,1394.03,17.09%,69.70,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2024-11-19,21367850110,7000.00,12,51,INR,104.28,23.53%,8.69,2.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2024-11-20,19805351172,13000.00,41,301,INR,5715.68,13.62%,139.41,18.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2024-11-20,20039018782,6000.00,15,90,INR,2337.78,16.67%,155.85,4.00
